deso,year,Quartile 1,Quartile 2,Quartile 3,Quartile 4,Median value,Mean value,total
1460A0010,2022,32,26,24,18,264.2,298.6,1718
1460A0020,2022,26,28,25,21,278.4,310.5,1899
1460B2010,2022,37,26,25,12,250.8,267.0,1328
1460B3010,2022,42,26,18,13,231.8,251.1,1033
1460C1010,2022,45,27,17,12,223.1,252.5,1444
1460C1020,2022,22,31,26,21,281.3,311.6,1657
1461A0010,2022,27,26,23,23,280.0,332.8,1477
1461A0020,2022,32,30,22,16,259.6,312.7,1919
1461A0030,2022,31,25,22,21,258.4,313.1,1489
1461C1010,2022,31,29,23,17,267.2,293.4,1880
1461C1020,2022,53,22,15,9,203.9,236.5,2248
1462A0010,2022,17,29,29,25,300.6,336.2,1258
1462A0020,2022,18,28,32,21,299.7,327.2,2046
1462A0030,2022,19,28,28,25,298.0,325.0,2110
1462B2010,2022,21,36,26,18,275.4,303.5,1970
1462C1010,2022,27,33,27,13,265.5,295.7,1237
1462C1020,2022,29,30,24,17,267.9,292.4,2334
1462C1030,2022,25,33,25,17,271.6,317.0,1794
1462C1040,2022,35,26,23,16,246.2,279.6,1421
1463A0010,2022,23,29,27,21,285.1,541.3,1299
1463A0020,2022,24,31,23,21,279.4,411.5,2189
1463A0030,2022,25,27,26,22,287.1,333.8,2046
1463A0040,2022,21,29,25,24,291.6,354.0,1786
1463A0050,2022,21,30,27,21,289.1,314.0,1876
1463A0060,2022,13,27,28,32,334.8,371.6,1029
1463A0070,2022,17,25,32,26,311.6,368.4,1904
1463A0080,2022,14,26,31,29,320.9,345.7,1644
1463B2010,2022,16,36,27,21,288.1,319.3,1061
1463B2020,2022,40,27,21,12,238.6,264.7,1411
1463B3010,2022,17,28,28,28,306.9,368.6,1545
1463B4010,2022,30,31,25,15,261.1,285.2,1344
1463C1010,2022,18,28,29,24,299.2,354.1,1993
1463C1020,2022,37,29,22,13,247.8,312.2,1653
1463C1030,2022,51,25,16,8,209.8,241.8,1962
1463C1040,2022,26,30,25,18,271.0,317.5,2086
1463C1050,2022,20,30,27,22,291.3,341.7,1848
1463C1060,2022,12,29,26,33,328.1,446.4,785
1463C1070,2022,17,27,30,26,312.5,354.5,1015
1463C1080,2022,35,27,22,16,261.4,294.8,1552
1463C1090,2022,52,27,14,7,209.4,237.6,1521
1463C1100,2022,15,33,27,25,297.2,396.5,1414
1465A0010,2022,34,27,19,21,255.3,375.2,1456
1465A0020,2022,30,28,24,17,262.8,302.2,2614
1465A0030,2022,21,30,29,20,289.9,315.2,1698
1465A0040,2022,18,33,29,20,288.6,320.8,1164
1465C1010,2022,37,30,19,14,244.6,285.3,2314
1465C1020,2022,33,30,20,17,253.3,299.1,1452
1466A0010,2022,19,22,35,24,315.3,340.7,862
1466A0020,2022,22,31,25,22,284.6,331.6,1387
1466A0030,2022,28,30,24,19,269.0,360.1,842
1466A0040,2022,18,31,27,24,294.8,339.4,885
1466B2010,2022,30,29,26,15,268.6,297.8,1268
1466C1010,2022,21,32,27,20,287.2,351.7,1770
1466C1020,2022,36,28,23,13,247.3,292.9,2369
1470A0010,2022,22,29,27,22,289.8,352.4,1078
1470A0020,2022,23,32,27,18,281.8,340.0,1346
1470A0030,2022,27,29,25,19,275.8,316.7,1695
1470A0040,2022,23,32,24,21,278.8,329.8,867
1470A0050,2022,25,29,25,21,279.2,314.4,1978
1470A0060,2022,26,31,24,19,275.0,338.8,1765
1470B2010,2022,38,30,19,12,244.6,272.5,1374
1470B3010,2022,35,24,24,18,261.7,285.9,965
1470C1010,2022,39,25,22,14,245.1,295.3,2310
1470C1020,2022,26,29,24,21,277.7,322.1,2473
1471A0010,2022,22,29,25,24,287.7,322.1,1032
1471A0020,2022,15,30,29,26,300.7,366.5,1062
1471A0030,2022,23,29,25,22,282.8,315.1,1047
1471A0040,2022,23,28,27,21,289.3,334.5,2026
1471B2010,2022,15,31,31,23,304.6,378.2,1963
1471B3010,2022,24,32,25,19,277.9,309.2,905
1471C1010,2022,37,33,21,10,239.7,276.0,1591
1471C1020,2022,19,32,29,20,287.6,317.9,1404
1471C1030,2022,47,24,21,8,220.5,244.4,979
1471C1040,2022,28,33,23,16,257.6,293.0,1144
1472A0010,2022,18,28,27,26,300.3,351.0,2567
1472C1010,2022,21,33,28,18,279.8,309.6,1557
1472C1020,2022,34,30,23,13,248.3,271.5,1672
1472C1030,2022,31,31,23,15,253.7,288.7,2213
1472C1040,2022,39,27,22,13,246.2,273.0,1604
1472C1050,2022,51,24,16,8,210.9,244.1,1698
1473A0010,2022,29,29,21,20,267.2,323.4,1892
1473A0020,2022,27,27,25,21,276.3,325.1,1226
1473A0030,2022,43,26,19,12,225.3,264.9,1159
1473C1010,2022,51,26,14,9,210.3,247.4,1931
1473C1020,2022,18,38,25,19,275.8,309.2,1560
1473C1030,2022,41,25,21,13,241.2,264.7,1303
1480A0010,2022,15,25,26,34,322.9,441.5,1880
1480A0020,2022,16,24,27,33,321.0,377.0,1296
1480A0030,2022,13,22,32,34,340.7,381.6,2585
1480A0040,2022,15,23,36,27,321.4,339.0,997
1480A0050,2022,14,17,33,35,341.4,380.0,967
1480B2010,2022,17,21,26,37,332.5,414.1,1457
1480C1010,2022,5,10,28,56,418.3,556.5,2832
1480C1020,2022,5,11,30,53,405.2,474.8,2263
1480C1030,2022,11,20,28,40,354.4,447.8,3344
1480C1040,2022,7,21,36,36,347.7,426.8,1668
1480C1050,2022,5,8,18,69,489.1,1086.8,1827
1480C1060,2022,9,13,28,50,394.0,480.4,2245
1480C1070,2022,5,7,22,65,465.3,678.7,1881
1480C1080,2022,7,8,12,72,535.5,887.4,1395
1480C1090,2022,6,7,18,69,479.4,729.0,1804
1480C1100,2022,7,10,29,53,404.9,507.6,2202
1480C1110,2022,14,16,23,48,387.5,451.6,1774
1480C1120,2022,10,16,31,43,374.6,457.2,2583
1480C1130,2022,6,12,34,48,392.3,481.5,1599
1480C1140,2022,5,14,32,48,389.1,445.3,2008
1480C1150,2022,15,20,27,37,347.3,400.6,1491
1480C1160,2022,16,22,29,34,328.6,381.7,2870
1480C1170,2022,31,20,26,22,283.5,308.8,1390
1480C1180,2022,12,17,29,42,359.9,454.4,1887
1480C1190,2022,27,33,27,13,268.6,283.9,1798
1480C1200,2022,7,20,34,39,359.0,409.2,1987
1480C1210,2022,40,30,19,11,237.7,261.9,1731
1480C1220,2022,30,29,22,19,265.3,298.0,1934
1480C1230,2022,53,26,17,5,203.7,225.7,2109
1480C1240,2022,41,29,21,9,234.4,254.7,2001
1480C1250,2022,41,29,20,9,236.0,267.1,2258
1480C1260,2022,6,16,30,48,385.0,603.6,1527
1480C1270,2022,38,30,22,10,237.1,262.9,1605
1480C1280,2022,50,23,17,10,215.6,239.4,2039
1480C1290,2022,7,18,31,44,373.4,425.9,2504
1480C1300,2022,48,27,18,7,219.3,246.1,1181
1480C1310,2022,29,35,24,12,261.7,280.4,2593
1480C1320,2022,30,26,25,19,272.3,340.9,1878
1480C1330,2022,23,22,30,25,305.3,338.5,2309
1480C1340,2022,39,23,20,18,245.3,280.0,1857
1480C1350,2022,52,25,17,7,210.2,240.3,1909
1480C1360,2022,28,36,24,12,259.3,273.1,1668
1480C1370,2022,47,28,15,9,223.0,241.9,1564
1480C1380,2022,27,30,26,17,274.3,294.3,2398
1480C1390,2022,5,13,29,53,402.2,455.6,1873
1480C1400,2022,27,26,28,19,283.7,311.5,1223
1480C1410,2022,7,15,31,48,385.9,451.6,1890
1480C1420,2022,24,30,29,17,280.8,300.9,3190
1480C1430,2022,22,30,28,20,287.4,315.5,1572
1480C1440,2022,5,13,32,50,395.0,451.6,2304
1480C1450,2022,29,26,25,20,270.5,315.2,2472
1480C1460,2022,36,27,25,11,254.7,265.3,1602
1480C1470,2022,5,13,27,55,411.3,600.1,2051
1480C1480,2022,41,27,23,10,239.0,262.3,1946
1480C1490,2022,27,27,26,21,277.0,300.2,1611
1480C1500,2022,36,29,23,12,248.8,282.9,2189
1480C1510,2022,27,26,27,20,284.0,304.5,1958
1480C1520,2022,29,26,24,20,273.3,297.1,2352
1480C1530,2022,5,5,15,75,553.5,1049.5,2012
1480C1540,2022,22,9,20,50,392.6,552.1,1448
1480C1550,2022,33,26,27,14,266.9,282.2,2434
1480C1560,2022,4,13,31,52,404.3,494.3,1969
1480C1570,2022,27,23,32,18,292.3,298.9,2814
1480C1580,2022,5,12,30,53,409.1,478.2,1966
1480C1590,2022,27,21,26,26,297.5,339.8,1438
1480C1600,2022,33,24,24,19,271.1,317.0,2089
1480C1610,2022,35,24,21,20,264.5,290.4,2046
1480C1620,2022,12,19,29,40,355.6,399.1,2836
1480C1630,2022,25,25,27,23,292.4,322.8,1941
1480C1640,2022,5,7,21,67,470.0,630.6,1715
1480C1650,2022,33,22,22,23,272.0,314.2,1474
1480C1660,2022,65,13,11,11,177.5,225.8,1358
1480C1670,2022,31,22,24,23,280.7,320.3,1957
1480C1680,2022,21,21,30,28,312.8,335.6,2515
1480C1690,2022,36,24,23,17,257.3,294.9,2791
1480C1700,2022,21,18,28,33,324.8,407.7,1956
1480C1710,2022,12,17,28,43,366.8,465.6,1944
1480C1720,2022,33,23,26,18,269.0,286.8,1329
1480C1730,2022,25,20,22,33,313.3,373.3,1617
1480C1740,2022,67,15,9,9,164.7,192.2,1325
1480C1750,2022,32,25,28,16,272.8,287.1,1693
1480C1760,2022,23,20,28,29,312.5,330.8,1586
1480C1770,2022,17,20,25,37,340.9,384.1,1697
1480C1780,2022,26,27,27,20,283.1,316.0,2010
1480C1790,2022,31,26,27,16,269.5,283.7,1555
1480C1800,2022,22,22,28,28,315.1,337.2,1464
1480C1810,2022,13,17,29,41,361.9,428.0,1793
1480C1820,2022,3,8,20,69,483.4,628.2,1469
1480C1830,2022,26,21,25,28,302.6,344.6,2287
1480C1840,2022,25,29,26,20,281.0,313.4,1441
1480C1850,2022,33,14,16,37,314.8,435.0,2244
1480C1860,2022,34,18,21,27,285.8,324.8,1660
1480C1870,2022,22,26,28,25,299.7,334.9,2031
1480C1880,2022,27,25,25,24,283.6,329.3,1980
1480C1890,2022,42,28,19,12,232.3,261.9,1475
1480C1900,2022,23,23,27,27,307.1,338.5,2074
1480C1910,2022,21,24,27,29,311.9,340.0,2135
1480C1920,2022,14,20,22,43,359.0,507.9,1208
1480C1930,2022,20,24,28,28,310.9,369.0,1410
1480C1940,2022,10,15,25,50,396.6,476.2,1522
1480C1950,2022,18,16,25,41,348.7,413.8,1661
1480C1960,2022,27,27,31,16,282.0,293.3,1963
1480C1970,2022,31,24,26,19,276.1,299.6,1698
1480C1980,2022,26,27,27,20,284.0,306.4,1633
1480C1990,2022,14,16,23,47,380.0,448.1,1406
1480C2000,2022,32,28,27,13,267.2,286.7,2132
1480C2010,2022,16,17,25,41,359.9,434.4,1612
1480C2020,2022,15,16,27,41,357.5,464.5,2051
1480C2030,2022,16,18,22,44,361.1,424.2,1941
1480C2040,2022,8,19,32,41,364.9,438.0,1969
1480C2050,2022,17,21,30,32,331.0,386.1,1874
1480C2060,2022,2,7,15,75,496.8,930.3,1338
1480C2070,2022,22,18,23,38,331.4,384.7,1260
1480C2080,2022,10,17,23,51,398.8,524.6,1578
1480C2090,2022,15,13,26,46,382.2,459.9,1648
1480C2100,2022,25,24,30,21,294.0,317.0,1939
1480C2110,2022,15,11,20,54,420.5,793.9,1719
1480C2120,2022,17,14,20,49,388.7,502.5,1957
1480C2130,2022,20,22,28,30,318.2,362.2,1474
1480C2140,2022,4,13,27,57,420.9,542.7,2662
1480C2150,2022,30,23,25,23,281.4,299.3,1714
1480C2160,2022,24,25,27,24,296.5,324.5,1818
1480C2170,2022,29,26,28,16,273.8,308.1,1651
1480C2180,2022,20,24,26,30,311.7,352.7,1496
1480C2190,2022,13,12,20,56,422.5,604.3,1316
1480C2200,2022,14,22,29,35,343.6,376.2,1528
1480C2210,2022,9,13,21,57,427.8,500.9,2093
1480C2220,2022,24,30,27,18,278.7,297.6,1513
1480C2230,2022,13,14,22,52,408.6,570.4,1779
1480C2240,2022,23,24,25,28,306.1,355.5,1946
1480C2250,2022,17,21,28,34,338.2,373.0,1796
1480C2260,2022,33,21,24,22,275.0,343.4,1244
1480C2270,2022,13,16,28,44,374.6,448.4,3227
1480C2280,2022,18,17,24,41,351.3,483.2,1622
1480C2290,2022,15,18,27,40,348.9,420.6,1752
1480C2300,2022,15,18,28,39,355.6,381.2,1459
1480C2310,2022,9,13,24,54,409.3,543.0,1233
1480C2320,2022,17,17,22,44,374.2,443.7,1758
1480C2330,2022,16,15,22,48,384.0,536.5,1264
1480C2340,2022,10,9,21,60,459.7,762.7,1116
1480C2350,2022,16,15,23,45,379.9,549.4,1532
1480C2360,2022,9,15,28,48,387.5,448.7,2418
1480C2370,2022,13,13,20,55,415.4,559.4,1873
1480C2380,2022,18,19,26,38,341.1,420.5,1602
1480C2390,2022,22,18,35,24,320.7,324.9,1465
1480C2400,2022,14,20,25,42,355.6,402.8,1785
1480C2410,2022,12,17,25,46,373.0,415.4,1519
1480C2420,2022,18,23,32,28,320.2,375.7,1910
1480C2430,2022,10,12,29,49,391.6,444.4,1700
1480C2440,2022,23,22,30,26,307.5,342.9,1926
1480C2450,2022,14,17,26,43,361.2,460.2,2527
1480C2460,2022,19,18,24,39,348.7,409.1,1988
1480C2470,2022,21,20,25,34,323.0,368.0,1749
1480C2480,2022,20,21,29,29,318.4,344.4,1411
1480C2490,2022,16,20,27,38,350.8,360.4,1782
1480C2500,2022,16,20,26,38,347.5,390.5,1664
1480C2510,2022,26,25,26,23,288.3,301.8,1435
1480C2520,2022,12,17,22,49,390.6,415.8,1218
1480C2530,2022,16,24,37,23,318.8,333.4,1880
1480C2540,2022,16,27,29,29,311.5,352.2,1934
1480C2550,2022,20,27,30,23,300.4,323.0,1669
1480C2560,2022,25,20,23,33,315.4,353.9,2907
1480C2570,2022,4,11,25,60,429.7,529.9,2055
1480C2580,2022,23,27,29,21,293.9,311.4,1555
1480C2590,2022,17,27,25,32,317.2,365.1,2625
1480C2600,2022,24,25,28,24,296.2,320.7,1323
1480C2610,2022,13,19,32,36,346.6,377.4,1344
1480C2620,2022,47,17,17,19,226.8,300.8,1443
1480C2630,2022,52,25,18,5,206.5,226.8,2095
1480C2640,2022,12,16,26,46,374.3,412.9,1567
1480C2650,2022,25,24,26,25,297.3,319.4,1862
1480C2660,2022,45,28,18,9,228.2,243.2,1657
1480C2670,2022,32,24,23,21,276.2,309.1,2024
1480C2680,2022,29,23,30,18,284.1,293.5,1204
1480C2690,2022,37,28,19,16,247.5,270.9,1816
1480C2700,2022,29,22,25,24,289.5,314.8,1414
1480C2710,2022,44,26,20,10,229.6,242.4,1704
1480C2720,2022,4,9,22,65,453.1,654.8,2535
1480C2730,2022,28,26,25,20,279.7,304.4,1803
1480C2740,2022,24,24,32,20,298.2,323.1,1608
1480C2750,2022,32,28,24,15,259.9,278.9,1724
1480C2760,2022,14,23,28,35,337.3,366.6,1295
1480C2770,2022,19,25,28,29,310.3,414.4,1722
1480C2780,2022,30,27,25,17,272.4,290.7,1697
1480C2790,2022,20,23,32,24,307.1,325.9,1427
1480C2800,2022,19,22,28,31,323.8,343.6,1341
1480C2810,2022,27,26,27,20,280.8,309.3,1545
1480C2820,2022,47,34,14,5,216.7,228.2,2258
1480C2830,2022,23,18,27,32,321.9,350.1,1619
1480C2840,2022,20,23,29,28,315.2,346.5,2235
1480C2850,2022,23,27,27,24,293.2,318.0,2153
1480C2860,2022,32,27,21,20,268.0,324.1,2271
1480C2870,2022,19,22,31,29,320.5,336.9,1396
1480C2880,2022,21,29,30,20,292.1,305.3,1434
1480C2890,2022,23,33,28,16,278.7,300.8,2231
1480C2900,2022,46,28,20,6,219.5,239.1,1474
1480C2910,2022,22,19,30,30,324.8,349.9,1873
1480C2920,2022,21,24,33,22,305.3,312.6,1203
1480C2930,2022,34,30,24,12,249.8,269.8,1375
1480C2940,2022,29,27,29,15,278.6,290.0,1622
1480C2950,2022,16,19,30,35,343.0,359.2,3500
1480C2960,2022,29,23,28,20,284.6,295.7,1532
1480C2970,2022,30,33,24,13,259.0,280.9,2537
1480C2980,2022,9,19,34,38,355.0,403.4,1838
1480C2990,2022,17,22,33,28,320.9,357.4,2187
1480C3000,2022,22,24,32,22,306.9,320.2,1539
1480C3010,2022,8,20,35,38,349.5,395.3,1592
1480C3020,2022,50,29,15,6,214.0,230.4,1974
1480C3030,2022,9,22,40,30,340.9,373.7,1502
1480C3040,2022,29,27,27,17,271.7,294.5,2942
1480C3050,2022,65,22,10,2,177.1,193.2,2243
1480C3060,2022,33,26,26,15,264.9,282.7,2113
1480C3070,2022,70,18,11,2,170.2,190.4,871
1480C3080,2022,45,29,20,7,228.5,242.2,2233
1480C3090,2022,30,27,27,17,271.2,285.5,1413
1480C3100,2022,16,25,32,26,319.4,333.2,1976
1480C3110,2022,9,25,34,33,338.3,390.9,2462
1480C3120,2022,34,28,25,12,253.0,280.9,1934
1480C3130,2022,56,25,14,5,196.8,217.6,2318
1480C3140,2022,61,23,13,3,188.4,204.5,1791
1480C3150,2022,29,26,26,20,275.0,295.5,2010
1480C3160,2022,16,22,32,31,321.6,356.4,2428
1480C3170,2022,6,27,36,31,332.2,365.6,1941
1480C3180,2022,10,19,29,41,371.5,421.7,1993
1480C3190,2022,9,23,32,35,348.1,373.6,1571
1480C3200,2022,7,26,32,35,349.7,380.5,1503
1480C3210,2022,31,25,27,17,267.1,294.6,2231
1480C3220,2022,22,23,28,26,306.6,328.7,3703
1480C3230,2022,40,26,22,11,242.2,264.6,2229
1480C3240,2022,15,27,35,22,304.8,337.0,2476
1480C3250,2022,5,26,42,27,337.6,372.8,2186
1480C3260,2022,16,26,35,23,308.4,332.0,1983
1480C3270,2022,37,30,21,11,243.1,259.0,1732
1480C3280,2022,34,24,26,16,267.2,283.0,1961
1480C3290,2022,51,27,18,5,210.1,225.3,2409
1480C3300,2022,39,31,19,11,238.4,254.9,2000
1480C3310,2022,24,30,29,16,280.2,296.5,1873
1480C3320,2022,31,28,26,14,264.0,287.3,1726
1480C3330,2022,7,19,32,41,371.0,392.8,1796
1480C3340,2022,4,11,28,57,417.9,476.7,2263
1480C3350,2022,42,30,20,8,238.5,247.5,1587
1480C3360,2022,12,26,31,30,327.8,367.5,2810
1480C3370,2022,52,29,14,5,208.0,222.7,1839
1480C3380,2022,57,22,15,6,199.3,222.2,1931
1480C3390,2022,51,27,16,6,211.7,224.9,2272
1480C3400,2022,58,25,13,4,193.0,213.5,2685
1480C3410,2022,57,21,17,5,198.7,221.7,1918
1480C3420,2022,12,32,32,24,305.8,337.4,2087
1480C3430,2022,55,25,15,5,200.6,221.0,2114
1480C3440,2022,27,34,23,16,267.0,288.5,1361
1480C3450,2022,24,29,28,19,283.1,312.1,2399
1480C3460,2022,31,32,25,12,263.3,272.4,2130
1480C3470,2022,11,25,37,28,326.6,353.5,1593
1480C3480,2022,32,32,22,14,253.9,280.5,1753
1480C3490,2022,24,29,28,18,282.6,298.9,1619
1480C3500,2022,66,21,10,3,176.9,194.3,1351
1480C3510,2022,67,23,9,2,177.8,188.4,1591
1480C3520,2022,8,18,36,38,357.5,394.7,2054
1480C3530,2022,66,19,12,3,178.8,196.3,1395
1480C3540,2022,50,29,14,7,213.7,235.4,2264
1480C3550,2022,50,23,19,8,213.2,234.9,2274
1480C3560,2022,61,23,13,4,193.5,208.2,3216
1480C3570,2022,55,22,15,7,200.8,226.0,2343
1480C3580,2022,39,29,23,10,237.8,259.4,1276
1480C3590,2022,15,24,32,30,323.5,362.9,2955
1480C3600,2022,58,24,14,4,193.4,215.4,1893
1480C3610,2022,50,25,18,6,212.4,228.7,2263
1480C3620,2022,8,24,36,31,336.6,375.3,2057
1480C3630,2022,4,13,33,50,393.8,449.1,1995
1480C3640,2022,60,26,12,2,190.9,202.5,1530
1480C3650,2022,29,30,28,13,269.0,282.7,1149
1480C3660,2022,57,24,13,6,198.2,217.1,1626
1480C3670,2022,64,22,12,2,188.0,202.4,1547
1480C3680,2022,44,29,20,8,229.2,242.0,1852
1480C3690,2022,63,23,11,3,187.5,200.3,1853
1480C3700,2022,65,19,12,4,171.0,196.0,870
1480C3710,2022,58,22,16,3,191.4,212.4,1816
1480C3720,2022,12,28,36,24,321.1,348.8,2345
1480C3730,2022,74,16,7,2,164.0,179.7,2100
1480C3740,2022,6,14,31,48,387.1,435.3,2762
1480C3750,2022,30,36,23,11,257.0,272.3,822
1480C3760,2022,31,38,21,11,254.4,270.4,709
1480C3770,2022,65,19,13,4,179.3,202.3,2550
1480C3780,2022,16,36,27,21,286.2,316.3,1526
1480C3790,2022,28,28,29,15,274.5,295.5,955
1480C3800,2022,13,25,36,26,321.9,348.7,2676
1480C3810,2022,17,27,33,23,306.7,327.5,1655
1480C3820,2022,12,18,36,34,344.2,368.9,1495
1480C3830,2022,40,31,20,10,237.2,257.0,2214
1480C3840,2022,19,31,33,17,293.2,313.5,1647
1480C3850,2022,26,35,23,15,265.4,295.2,1375
1480C3860,2022,66,22,9,3,181.6,196.2,2590
1480C3870,2022,51,28,16,5,209.3,225.3,1369
1480C3880,2022,38,31,21,10,244.3,254.7,2405
1480C3890,2022,48,29,17,7,217.2,237.2,2393
1480C3900,2022,50,25,18,6,213.6,236.1,2367
1480C3910,2022,40,28,21,12,243.0,257.4,2435
1480C3920,2022,9,24,37,29,331.9,362.5,2142
1480C3930,2022,50,29,15,7,213.6,230.1,1607
1480C3940,2022,49,34,14,3,215.5,225.5,1430
1480C3950,2022,60,24,13,4,188.3,205.1,1381
1480C3960,2022,51,29,15,5,212.3,222.0,1871
1480C3970,2022,52,24,17,7,209.3,229.5,1561
1480C3980,2022,3,15,39,43,370.0,406.0,2072
1480C3990,2022,63,21,13,2,185.6,204.3,1616
1480C4000,2022,61,23,12,4,191.6,207.2,1470
1481A0010,2022,10,22,35,33,333.1,401.9,2012
1481C1010,2022,7,21,36,36,347.5,375.7,1495
1481C1020,2022,5,19,36,40,366.5,413.1,1471
1481C1030,2022,15,23,27,35,329.3,366.5,1599
1481C1040,2022,13,25,34,28,329.2,397.3,1315
1481C1050,2022,21,24,29,25,309.2,331.8,1649
1481C1060,2022,10,21,31,37,344.6,395.8,1456
1481C1070,2022,7,26,33,34,341.8,372.4,1324
1481C1080,2022,15,22,35,29,326.5,356.2,1466
1481C1090,2022,13,23,34,30,333.2,367.2,1466
1481C1100,2022,7,32,34,27,322.9,350.3,1802
1481C1110,2022,9,16,36,39,364.2,381.4,1860
1481C1120,2022,10,21,33,36,342.1,375.1,1287
1481C1130,2022,31,28,25,17,267.1,291.1,1850
1481C1140,2022,17,21,30,33,332.9,368.7,2156
1481C1150,2022,26,25,29,20,288.9,314.6,1328
1481C1160,2022,19,28,27,26,299.7,339.3,1590
1481C1170,2022,18,20,28,34,326.2,363.2,1425
1481C1180,2022,22,29,30,18,288.7,300.0,1417
1481C1190,2022,25,35,25,15,269.5,288.6,1236
1481C1200,2022,13,22,33,32,336.5,366.3,3074
1481C1210,2022,13,14,32,41,363.1,389.4,1616
1481C1220,2022,20,24,31,26,312.5,344.1,1870
1481C1230,2022,6,11,37,46,386.8,410.6,1855
1481C1240,2022,12,22,30,36,346.6,375.5,1501
1481C1250,2022,19,25,27,30,320.9,379.3,1301
1481C1260,2022,10,23,32,35,345.0,427.0,1390
1481C1270,2022,17,30,30,23,300.1,327.7,1639
1481C1280,2022,10,20,37,34,351.0,371.9,1709
1481C1290,2022,5,16,31,47,389.2,460.8,1417
1481C1300,2022,25,27,24,24,288.1,327.3,1700
1481C1310,2022,23,24,25,28,304.3,341.2,1874
1481C1320,2022,32,31,25,13,257.6,282.9,1270
1481C1330,2022,17,23,32,28,318.3,345.6,2007
1481C1340,2022,16,21,30,33,333.5,372.7,2680
1481C1350,2022,12,14,27,47,382.7,447.0,1410
1481C1360,2022,5,13,25,56,415.1,530.0,2109
1481C1370,2022,18,28,27,28,312.1,334.1,2133
1481C1380,2022,6,14,26,55,423.7,494.7,1453
1481C1390,2022,10,13,29,48,387.0,497.8,1793
1481C1400,2022,19,21,26,34,329.1,377.4,1438
1482A0010,2022,13,27,33,28,317.0,405.1,1096
1482A0020,2022,12,20,28,40,358.0,502.2,1835
1482A0030,2022,10,29,32,28,321.3,369.9,2492
1482A0040,2022,11,22,35,32,331.3,392.2,1674
1482A0050,2022,10,23,35,32,339.0,385.3,1032
1482A0060,2022,8,17,25,50,394.3,480.4,1034
1482A0070,2022,12,25,32,31,326.2,414.3,987
1482A0080,2022,11,23,35,30,337.6,574.2,1553
1482B2010,2022,7,19,30,44,371.0,408.1,1552
1482B2020,2022,10,20,33,38,348.7,437.5,918
1482B2030,2022,13,28,34,25,318.6,365.5,1868
1482B2040,2022,10,21,30,40,356.3,445.5,795
1482B3010,2022,14,33,33,20,298.7,326.3,1749
1482B4010,2022,15,16,25,44,370.6,504.6,1367
1482C1010,2022,9,25,37,29,332.6,379.6,2665
1482C1020,2022,23,25,29,24,302.9,331.4,2003
1482C1030,2022,11,23,30,36,341.9,386.7,1596
1482C1040,2022,20,27,31,22,301.3,351.7,1897
1482C1050,2022,20,24,26,30,308.5,389.0,1353
1482C1060,2022,40,29,21,10,237.1,256.4,1608
1482C1070,2022,34,29,26,11,256.1,274.5,1063
1482C1080,2022,19,18,27,36,329.5,399.7,1424
1482C1090,2022,31,28,25,15,267.8,294.3,1862
1482C1100,2022,29,30,21,20,261.5,312.9,1171
1482C1110,2022,20,30,26,24,292.8,333.3,1830
1482C1120,2022,7,20,37,36,350.0,385.1,1112
1482C1130,2022,14,25,29,32,328.1,377.9,2472
1482C1140,2022,11,29,32,27,316.0,349.7,1846
1482C1150,2022,15,24,34,27,318.0,343.1,2063
1482C1160,2022,10,24,36,30,330.9,372.7,2590
1484A0010,2022,14,25,27,33,327.4,414.4,1424
1484A0020,2022,17,25,30,28,316.0,355.5,1182
1484A0030,2022,20,29,26,24,293.4,332.3,1684
1484B2010,2022,27,30,23,20,268.7,300.2,2318
1484C1010,2022,27,26,24,24,284.1,334.5,1390
1484C1020,2022,31,28,25,16,261.4,291.9,1703
1484C1030,2022,55,15,16,14,195.8,265.2,1324
1484C1040,2022,30,29,25,17,268.1,307.9,1437
1484C1050,2022,11,25,33,31,336.8,365.7,1500
1485A0010,2022,15,26,30,29,314.9,356.2,3008
1485A0020,2022,18,25,31,25,308.2,360.6,1153
1485A0030,2022,16,29,27,28,307.5,359.1,1595
1485A0040,2022,14,27,34,26,316.4,344.5,1908
1485A0050,2022,8,23,30,40,341.6,408.8,1027
1485A0060,2022,18,30,30,23,298.7,323.9,1642
1485A0070,2022,14,29,33,24,305.1,343.8,1704
1485B2010,2022,19,27,28,26,302.8,333.3,1338
1485B2020,2022,11,19,27,44,370.4,473.2,1043
1485B2030,2022,21,24,28,27,308.5,355.1,2647
1485C1010,2022,10,20,30,40,354.5,405.4,1447
1485C1020,2022,37,24,24,14,259.1,294.6,1910
1485C1030,2022,14,24,33,30,320.4,375.0,1829
1485C1040,2022,8,21,34,38,348.8,435.8,1769
1485C1050,2022,33,27,21,19,257.2,299.4,1834
1485C1060,2022,36,27,20,16,250.4,293.9,1706
1485C1070,2022,57,19,14,9,192.5,241.7,2279
1485C1080,2022,16,29,30,25,307.6,345.9,1463
1485C1090,2022,36,29,21,14,250.9,287.0,2233
1485C1100,2022,32,25,24,19,269.8,312.5,1394
1485C1110,2022,29,29,25,16,265.9,302.1,1268
1485C1120,2022,24,32,26,17,271.5,307.8,1135
1485C1130,2022,44,30,16,10,228.0,278.5,2216
1485C1140,2022,11,31,31,27,310.7,348.6,1235
1485C1150,2022,35,26,23,15,252.1,281.2,1699
1485C1160,2022,55,25,14,7,201.7,226.7,1755
1485C1170,2022,15,30,32,23,301.5,347.6,1397
