deso,year,Quartile 1,Quartile 2,Quartile 3,Quartile 4,Median value,Mean value,total
1287C1150,2022,27,34,25,14,261.7,288.7,1213
1287C1160,2022,17,29,28,25,299.1,345.0,2013
1287C1170,2022,14,30,30,26,306.8,341.5,2259
1287C1180,2022,21,28,31,21,295.1,356.0,2091
1287C1190,2022,12,24,38,27,325.1,353.5,1577
1290A0010,2022,23,25,25,27,299.3,357.9,968
1290A0020,2022,20,27,25,28,304.5,361.7,1509
1290A0030,2022,29,31,20,21,268.2,342.3,1554
1290A0040,2022,17,32,30,21,295.6,332.4,1961
1290A0050,2022,29,28,22,20,270.6,310.6,1788
1290A0060,2022,22,30,25,22,286.3,318.1,939
1290A0070,2022,21,33,26,19,273.2,307.5,1027
1290A0080,2022,18,27,29,25,301.8,374.2,2245
1290A0090,2022,18,25,30,27,312.0,358.4,1845
1290A0100,2022,21,26,25,29,310.3,346.6,1008
1290A0110,2022,25,27,25,22,283.5,320.8,2276
1290B2010,2022,13,17,25,46,378.0,506.3,2615
1290B2020,2022,26,26,27,22,288.1,332.1,1209
1290B2030,2022,22,23,26,29,311.4,409.1,1928
1290B2040,2022,9,27,31,33,329.5,367.5,1953
1290B2050,2022,12,22,28,38,349.9,402.4,2272
1290B2060,2022,14,27,29,30,319.4,380.3,1572
1290B3010,2022,30,28,28,13,265.5,297.0,2127
1290B3020,2022,29,29,21,21,266.6,315.2,1439
1290B4010,2022,23,34,25,18,279.9,312.7,1954
1290B5010,2022,21,32,29,18,284.0,325.0,1697
1290B6010,2022,23,34,27,16,270.6,305.2,1498
1290B7010,2022,28,28,24,19,269.4,307.8,1393
1290B8010,2022,10,24,35,31,337.4,411.9,1030
1290C1010,2022,21,32,28,18,285.8,337.1,1015
1290C1020,2022,20,29,31,20,294.3,311.2,2291
1290C1030,2022,13,30,32,24,307.1,349.0,1836
1290C1040,2022,16,31,31,22,300.5,333.1,1185
1290C1050,2022,14,31,31,24,307.0,335.8,2506
1290C1060,2022,18,25,34,23,309.5,334.6,1632
1290C1070,2022,40,27,19,14,244.5,272.8,2226
1290C1080,2022,41,31,18,10,235.1,260.1,1934
1290C1090,2022,37,31,21,11,243.5,271.8,1830
1290C1100,2022,36,24,22,18,254.7,307.6,1995
1290C1110,2022,22,29,27,22,288.9,323.9,2169
1290C1120,2022,41,22,18,18,240.2,295.0,2257
1290C1130,2022,32,25,24,20,271.4,308.3,1806
1290C1140,2022,49,24,17,11,219.5,260.0,1852
1290C1150,2022,26,20,25,28,305.3,378.3,1833
1290C1160,2022,65,24,9,2,185.0,197.8,2402
1290C1170,2022,53,23,18,6,206.7,233.9,1809
1290C1180,2022,26,26,27,21,283.8,316.0,2818
1290C1190,2022,46,25,18,11,225.0,242.4,1980
1290C1200,2022,37,32,21,11,239.5,257.8,1560
1290C1210,2022,22,30,25,24,288.2,321.1,1794
1290C1220,2022,84,12,4,0,149.3,159.8,2411
1290C1230,2022,82,12,4,2,148.8,164.7,2583
1291A0010,2022,21,24,22,33,315.8,401.3,1279
1291A0020,2022,18,26,25,31,315.6,401.3,812
1291A0030,2022,18,24,25,33,319.3,392.3,1111
1291A0040,2022,25,23,25,27,300.5,486.0,1274
1291A0050,2022,33,25,23,19,261.8,306.5,1123
1291A0060,2022,26,18,25,30,310.9,447.2,957
1291A0070,2022,23,24,20,33,303.8,378.3,1103
1291B2010,2022,33,31,24,12,253.0,283.2,1074
1291B3010,2022,39,26,20,16,248.1,291.4,975
1291B4010,2022,22,27,20,31,301.9,430.2,971
1291B5010,2022,37,27,21,14,251.2,277.4,893
1291C1010,2022,24,29,25,22,277.6,321.5,1194
1291C1020,2022,35,28,20,17,250.3,313.4,2297
1291C1030,2022,41,28,18,13,238.7,284.8,1639
1291C1040,2022,29,27,22,22,276.7,334.0,2092
1292A0010,2022,15,28,30,26,311.7,342.3,805
1292A0020,2022,17,23,28,32,319.8,363.5,1285
1292A0030,2022,20,27,29,23,300.2,352.1,2322
1292A0040,2022,17,22,29,31,323.9,370.0,1784
1292B2010,2022,24,34,24,18,272.6,316.4,2215
1292B2020,2022,22,31,24,23,281.2,321.6,1759
1292B3010,2022,21,27,33,19,296.3,322.1,1024
1292B3020,2022,16,30,26,29,305.7,358.4,933
1292B4010,2022,19,33,29,19,286.7,327.8,1418
1292C1010,2022,11,23,33,33,338.9,386.6,2095
1292C1020,2022,17,27,31,24,308.2,333.8,2413
1292C1030,2022,47,25,19,9,221.8,252.1,2079
1292C1040,2022,26,24,25,26,293.0,334.9,2472
1292C1050,2022,25,25,23,27,290.7,374.3,1601
1292C1060,2022,29,29,25,18,269.5,303.5,2356
1292C1070,2022,31,29,22,18,264.9,319.2,1723
1292C1080,2022,29,30,23,18,264.7,320.0,1892
1292C1090,2022,36,30,22,12,245.6,271.3,1414
1292C1100,2022,14,17,26,43,363.7,523.1,1993
1292C1110,2022,15,30,28,27,303.7,361.3,2257
1292C1120,2022,9,28,31,31,324.1,368.0,1874
1292C1130,2022,9,16,30,45,372.1,539.5,1556
1292C1140,2022,6,17,28,49,386.7,496.2,1982
1292C1150,2022,19,22,27,32,324.8,381.0,2288
1293A0010,2022,26,26,26,23,285.8,379.5,1544
1293A0020,2022,25,29,25,21,280.2,317.6,1589
1293A0030,2022,18,27,29,26,303.0,368.6,1489
1293A0040,2022,30,27,23,20,275.6,314.6,1357
1293A0050,2022,26,25,26,23,290.6,315.9,1261
1293A0060,2022,31,25,24,20,274.5,302.5,1275
1293A0070,2022,28,23,26,22,286.6,378.2,897
1293A0080,2022,31,29,23,16,269.0,333.3,1189
1293B2010,2022,43,27,18,12,230.4,304.5,1490
1293B2020,2022,24,31,25,20,277.0,309.3,1683
1293B2030,2022,41,26,20,12,241.1,266.4,1592
1293B3010,2022,17,32,28,24,299.1,335.5,1111
1293B3020,2022,25,33,25,18,272.7,304.5,1958
1293B3030,2022,29,27,26,18,278.7,309.6,1175
1293B4010,2022,42,29,18,11,232.9,256.5,1363
1293B4020,2022,34,29,23,14,257.5,280.1,1565
1293B5010,2022,41,29,18,12,230.9,268.3,1860
1293B6010,2022,38,24,21,17,254.3,310.3,1806
1293B7010,2022,42,28,19,11,228.8,257.1,1793
1293B8010,2022,15,30,29,26,304.2,343.4,1164
1293C1010,2022,27,28,25,20,276.7,326.7,1947
1293C1020,2022,19,31,29,22,294.4,320.4,1427
1293C1030,2022,40,32,19,9,233.3,264.5,1216
1293C1040,2022,49,22,15,14,217.5,271.9,1835
1293C1050,2022,44,26,20,11,229.6,254.5,2026
1293C1060,2022,47,28,15,10,218.4,257.4,1505
1293C1070,2022,16,26,32,27,311.1,356.2,2171
1293C1080,2022,20,29,31,21,300.1,321.7,1448
1293C1090,2022,24,28,27,21,286.3,317.7,1843
1293C1100,2022,63,22,11,4,184.5,207.8,1674
1293C1110,2022,18,25,35,22,306.0,337.1,1481
1293C1120,2022,37,27,19,17,250.1,291.2,2191
1293C1130,2022,19,35,24,22,282.5,333.2,1645
1315A0010,2022,29,29,24,19,271.4,303.0,1150
1315A0020,2022,23,29,25,23,280.4,316.7,1292
1315A0030,2022,30,26,24,20,279.0,351.7,1196
1315A0040,2022,27,28,25,21,278.6,313.7,1322
1315B2010,2022,34,31,22,13,240.2,279.6,1306
1315C1010,2022,38,28,21,13,245.7,267.6,2279
1315C1020,2022,41,27,21,10,242.8,294.2,1659
1380A0010,2022,21,29,27,23,293.9,332.5,1743
1380A0020,2022,13,28,30,28,319.8,394.4,1875
1380A0030,2022,16,27,31,25,306.3,350.7,1797
1380A0040,2022,21,26,32,21,299.8,334.9,1447
1380A0050,2022,17,34,32,18,290.6,319.8,1272
1380A0060,2022,18,24,25,33,319.3,397.8,1189
1380A0070,2022,24,26,26,25,292.2,326.9,1197
1380B2010,2022,17,34,30,18,288.7,327.7,2406
1380B2020,2022,25,34,25,16,273.2,298.8,1693
1380B2030,2022,33,34,22,11,246.8,270.1,2462
1380B3010,2022,25,35,25,15,268.2,289.7,2081
1380B4010,2022,15,34,31,20,294.2,338.1,1766
1380C1010,2022,10,27,31,32,323.3,382.2,1206
1380C1020,2022,19,30,29,22,295.2,337.9,1712
1380C1030,2022,25,37,23,15,260.9,289.3,1468
1380C1040,2022,10,16,32,43,370.6,460.1,1744
1380C1050,2022,22,35,29,14,272.7,291.7,2065
1380C1060,2022,10,15,27,48,390.9,539.1,1706
1380C1070,2022,50,25,15,9,211.2,240.5,1611
1380C1080,2022,70,20,9,2,177.8,187.9,2555
1380C1090,2022,34,28,22,16,258.5,295.8,1828
1380C1100,2022,23,23,26,28,304.9,360.3,2119
1380C1110,2022,27,28,22,23,276.7,335.6,1834
1380C1120,2022,17,25,28,29,318.3,365.2,2027
1380C1130,2022,71,20,8,0,174.2,183.4,2009
1380C1140,2022,9,15,24,51,402.9,833.8,1996
1380C1150,2022,10,29,37,24,318.4,358.1,1376
1380C1160,2022,40,32,22,7,232.8,242.6,2183
1380C1170,2022,33,32,22,13,259.8,273.5,1372
1380C1180,2022,14,24,30,31,331.8,393.1,2468
1380C1190,2022,45,27,19,9,229.4,246.2,2113
1380C1200,2022,51,27,12,9,210.9,243.3,1324
1380C1210,2022,41,28,22,9,240.3,262.4,1520
1380C1220,2022,40,31,20,9,234.9,256.7,1736
1380C1230,2022,26,25,26,23,289.9,326.2,1946
1380C1240,2022,42,27,23,9,231.9,254.0,1487
1380C1250,2022,14,32,32,22,302.6,332.4,2108
1380C1260,2022,7,20,35,38,356.7,475.6,1965
1380C1270,2022,28,30,27,16,271.8,385.9,1668
1380C1280,2022,34,27,26,13,260.7,284.9,2613
1380C1290,2022,40,27,21,12,241.7,270.5,2319
1380C1300,2022,31,25,25,19,268.6,308.1,1834
1380C1310,2022,14,21,28,37,340.1,465.3,1661
1380C1320,2022,60,25,13,2,194.5,208.8,2366
1380C1330,2022,26,30,29,16,277.3,303.8,2046
1380C1340,2022,21,24,29,26,307.9,358.0,2017
1380C1350,2022,19,24,31,26,311.7,344.3,1613
1380C1360,2022,14,29,33,25,313.5,339.3,2057
1380C1370,2022,33,35,20,11,251.3,279.3,2061
1380C1380,2022,11,21,25,42,370.0,513.0,2244
1380C1390,2022,13,16,31,39,354.5,457.6,1670
1380C1400,2022,16,25,31,28,320.1,359.6,1553
1380C1410,2022,16,27,33,24,307.4,345.6,2246
1380C1420,2022,12,29,36,22,311.4,337.8,1759
1380C1430,2022,13,23,28,36,330.1,412.6,1932
1380C1440,2022,10,21,26,43,368.5,470.2,1126
1381A0010,2022,27,29,26,19,276.8,309.0,1169
1381A0020,2022,28,26,26,20,273.3,376.2,1559
1381A0030,2022,22,26,29,22,299.0,329.5,1316
1381A0040,2022,31,29,23,17,256.8,296.9,1490
1381A0050,2022,20,28,28,23,296.9,356.8,1769
1381A0060,2022,22,30,21,27,289.4,386.0,935
1381B2010,2022,16,27,27,30,316.6,398.0,2548
1381B2020,2022,11,23,28,38,350.7,424.0,2589
1381B3010,2022,30,32,24,14,266.5,312.5,892
1381B3020,2022,27,33,26,14,264.1,287.3,1426
1381B4010,2022,41,27,19,13,244.8,272.5,1228
1381B5010,2022,29,33,22,17,263.7,296.1,1168
1381C1010,2022,31,31,22,17,261.0,292.0,2525
1381C1020,2022,19,32,27,22,289.1,318.6,2040
1381C1030,2022,37,27,19,17,245.4,307.7,2345
1381C1040,2022,26,35,24,15,270.3,292.1,1129
1382A0010,2022,15,25,28,32,327.0,390.8,1907
1382A0020,2022,24,29,26,21,285.5,337.5,1682
1382A0030,2022,23,27,28,21,291.5,338.8,2326
1382A0040,2022,15,32,29,24,300.3,347.4,1174
1382A0050,2022,24,31,25,20,275.9,314.7,1651
1382A0060,2022,23,29,28,20,284.4,326.1,1076
1382A0070,2022,32,29,21,18,262.3,468.9,1242
1382A0080,2022,32,28,23,18,258.7,299.8,1476
1382A0090,2022,31,28,25,16,262.8,303.8,1318
1382B2010,2022,17,32,26,26,295.7,359.1,1374
1382B3010,2022,35,29,21,16,248.9,283.1,1172
1382C1010,2022,20,29,25,26,299.0,504.9,1756
1382C1020,2022,12,25,33,31,331.0,420.1,3180
1382C1030,2022,22,25,23,30,306.1,419.0,2279
1382C1040,2022,33,26,26,16,265.3,297.9,1492
1382C1050,2022,13,30,29,28,312.8,344.0,1259
1382C1060,2022,33,23,26,17,269.5,293.3,2245
1382C1070,2022,36,27,21,16,247.4,298.8,2505
1382C1080,2022,15,38,28,20,287.0,311.4,1118
1382C1090,2022,16,26,34,24,310.1,355.0,1690
1382C1100,2022,29,33,24,15,263.8,290.0,1999
1382C1110,2022,18,33,29,20,291.1,322.5,879
1382C1120,2022,44,26,20,10,229.1,256.6,2149
1382C1130,2022,25,34,25,16,264.9,308.0,1464
1382C1140,2022,36,30,22,12,245.9,290.3,1594
1382C1150,2022,21,30,30,19,290.2,343.0,3414
1382C1160,2022,29,28,26,16,266.4,298.5,982
1383A0010,2022,15,28,31,26,319.2,361.0,1305
1383A0020,2022,21,29,28,23,294.6,324.6,1617
1383A0030,2022,17,31,27,25,296.0,341.5,2281
1383A0040,2022,20,32,26,22,285.0,331.0,1110
1383A0050,2022,17,32,27,23,292.3,350.3,1580
1383A0060,2022,17,30,33,21,298.3,323.1,1093
1383A0070,2022,17,27,31,25,310.1,362.3,2033
1383A0080,2022,28,28,23,21,276.9,332.9,1478
1383A0090,2022,20,25,25,29,304.6,340.4,1691
1383B2010,2022,25,36,24,15,268.4,297.8,1946
1383B2020,2022,19,30,32,19,293.5,330.6,1268
1383B3010,2022,18,34,26,23,289.1,324.3,1006
1383B3020,2022,32,31,22,15,256.1,287.8,1483
1383B4010,2022,16,29,29,26,307.4,338.6,2086
1383B5010,2022,19,26,30,25,304.5,341.1,2333
1383B6010,2022,11,23,32,33,337.4,399.8,1205
1383B6020,2022,11,23,27,39,352.2,445.8,841
1383C1010,2022,12,25,29,34,321.1,387.6,1473
1383C1020,2022,11,21,27,41,363.0,468.6,1937
1383C1030,2022,5,14,28,53,405.0,694.1,933
1383C1040,2022,27,21,22,30,298.7,382.4,1306
1383C1050,2022,20,28,28,25,302.1,346.1,2778
1383C1060,2022,41,30,21,8,233.8,253.5,2170
1383C1070,2022,6,23,37,34,349.3,409.7,1767
1383C1080,2022,16,22,24,38,339.3,492.5,1846
1383C1090,2022,25,22,27,27,303.6,353.5,2013
1383C1100,2022,13,26,33,28,323.0,359.5,2274
1383C1110,2022,25,26,24,25,290.1,382.5,2047
1383C1120,2022,17,23,23,37,336.8,462.7,2538
1383C1130,2022,17,24,32,26,322.3,341.2,1813
1383C1140,2022,6,25,32,37,346.7,401.9,1202
1383C1150,2022,17,20,31,32,332.0,393.9,2591
1383C1160,2022,23,30,29,18,283.9,316.5,2262
1383C1170,2022,39,27,22,12,240.8,270.9,2228
1383C1180,2022,28,29,25,17,271.7,311.5,1959
1383C1190,2022,9,29,37,25,320.6,368.0,3200
1383C1200,2022,11,27,32,29,326.0,407.7,2316
1384A0010,2022,18,24,33,25,311.7,347.8,1235
1384A0020,2022,15,27,31,27,309.5,348.8,1945
1384A0030,2022,10,26,28,36,331.2,404.3,1700
1384A0040,2022,12,26,32,30,329.0,362.7,1972
1384A0050,2022,11,26,31,32,332.9,355.6,1387
1384B2010,2022,14,22,30,33,338.9,393.0,1936
1384B2020,2022,18,29,30,23,302.6,338.8,1154
1384B2030,2022,10,19,33,38,354.0,423.9,2379
1384B2040,2022,17,26,28,29,309.7,378.4,2307
1384B2050,2022,8,14,29,49,392.3,552.7,2088
1384B3010,2022,14,26,29,31,327.9,367.1,1408
1384B3020,2022,21,32,29,19,284.6,328.1,2315
1384C1010,2022,9,19,27,46,374.7,492.8,2174
1384C1020,2022,8,11,24,57,423.1,595.2,2355
1384C1030,2022,7,17,31,45,382.4,429.4,1896
1384C1040,2022,10,14,29,46,386.1,454.7,2020
1384C1050,2022,8,20,32,39,350.7,431.4,2450
1384C1060,2022,5,19,37,39,364.9,429.7,2154
1384C1070,2022,5,13,28,54,411.1,550.0,2477
1384C1080,2022,8,16,29,46,379.1,472.9,1880
1384C1090,2022,12,25,27,36,335.5,391.2,1587
1384C1100,2022,17,25,29,29,318.0,357.5,1844
1384C1110,2022,15,24,32,29,325.2,376.3,2673
1384C1120,2022,11,21,35,34,343.4,385.3,2002
1384C1130,2022,25,28,23,25,281.7,335.3,1409
1384C1140,2022,23,28,26,24,290.5,327.5,1904
1384C1150,2022,18,24,27,31,323.1,419.3,1583
1384C1160,2022,4,19,32,44,376.8,437.9,1852
1384C1170,2022,18,26,28,28,308.7,373.7,1276
1384C1180,2022,15,23,29,33,334.8,386.1,1839
1384C1190,2022,27,22,27,24,297.6,353.4,1543
1384C1200,2022,5,22,34,39,344.3,405.2,1567
1384C1210,2022,33,34,20,13,246.6,281.6,2048
1384C1220,2022,16,22,27,35,336.2,382.6,2144
1384C1230,2022,12,22,36,31,334.5,359.5,1589
1384C1240,2022,9,12,23,56,426.1,736.0,1830
1384C1250,2022,14,23,36,27,323.0,375.0,3360
1384C1260,2022,11,14,23,53,405.8,591.3,2367
1384C1270,2022,6,15,28,50,396.8,467.2,2148
1384C1280,2022,12,19,34,35,344.9,396.7,1821
1384C1290,2022,4,6,16,74,494.2,701.1,2288
1384C1300,2022,7,18,34,41,356.1,391.0,989
1384C1310,2022,11,14,25,50,396.8,454.6,1851
1384C1320,2022,7,10,18,65,479.5,637.2,2031
1401A0010,2022,14,25,30,31,326.7,368.5,2301
1401A0020,2022,14,28,27,30,314.8,397.6,1564
1401B2010,2022,15,24,33,28,321.5,400.2,1650
1401B2020,2022,11,24,33,32,337.3,368.4,1366
1401B3010,2022,22,27,30,21,295.8,327.3,1832
1401C1010,2022,10,17,32,41,361.9,410.6,1935
1401C1020,2022,7,19,30,44,372.6,455.0,1766
1401C1030,2022,4,9,28,58,420.6,470.1,1613
1401C1040,2022,10,14,29,47,384.9,452.4,2196
1401C1050,2022,3,13,32,52,402.0,476.9,2051
1401C1060,2022,18,28,24,29,300.2,345.4,1867
1401C1070,2022,14,16,30,41,355.9,401.3,1381
1401C1080,2022,11,18,35,37,355.4,406.7,2349
1401C1090,2022,21,22,20,37,320.7,422.6,1774
1401C1100,2022,37,28,23,12,248.9,269.5,2251
1401C1110,2022,10,21,37,32,338.1,423.7,1618
1401C1120,2022,20,27,31,22,300.8,347.3,1793
1401C1130,2022,6,15,41,39,364.1,420.9,2267
1401C1140,2022,6,18,34,42,368.4,419.3,2083
1401C1150,2022,10,19,32,39,361.0,396.1,2280
1401C1160,2022,12,27,34,27,318.3,354.4,1235
1402C1010,2022,4,10,30,55,415.3,479.1,2816
1402C1020,2022,9,20,33,39,359.3,429.6,2549
1402C1030,2022,9,18,32,42,371.7,404.7,2157
1402C1040,2022,13,16,29,42,367.9,447.2,2119
1402C1050,2022,26,32,26,16,269.1,304.0,2396
1402C1060,2022,14,25,31,30,327.8,373.0,2038
1402C1070,2022,14,20,32,34,339.9,373.3,1759
1402C1080,2022,19,29,30,23,297.3,327.6,1600
1402C1090,2022,10,26,35,29,323.4,359.0,1856
1402C1100,2022,6,13,27,54,408.3,480.1,2244
1402C1110,2022,8,12,30,50,393.4,453.9,2281
1402C1120,2022,40,32,20,8,236.7,254.5,1653
1402C1130,2022,17,25,28,31,320.1,353.4,2093
1402C1140,2022,36,30,21,13,249.9,273.0,1913
1402C1150,2022,30,30,24,15,265.9,287.1,2446
1402C1160,2022,14,22,33,31,328.3,387.4,2575
1402C1170,2022,21,26,27,26,301.2,332.0,2217
1402C1180,2022,11,25,35,29,326.5,361.4,2171
1407A0010,2022,10,23,28,39,353.8,404.2,948
1407A0020,2022,20,29,29,23,296.2,334.7,1732
1407A0030,2022,14,19,26,41,357.8,427.0,1260
1407C1010,2022,10,23,30,36,343.1,414.5,1556
1407C1020,2022,10,24,32,34,343.8,406.8,1934
1407C1030,2022,18,23,27,32,324.2,401.1,1653
1407C1040,2022,14,25,28,34,327.2,385.1,1854
1407C1050,2022,9,18,28,46,371.3,462.7,1715
1415A0010,2022,15,25,31,30,328.2,390.5,1324
1415A0020,2022,17,29,28,26,304.8,342.0,2284
1415A0030,2022,16,19,36,29,332.3,352.3,1305
1415C1010,2022,12,23,32,33,340.5,389.7,2070
1415C1020,2022,7,21,31,41,366.2,410.1,2149
1415C1030,2022,7,16,32,45,377.9,431.4,2001
1415C1040,2022,16,22,29,33,336.3,364.5,1869
1415C1050,2022,7,16,29,49,389.8,487.0,1493
1415C1060,2022,6,22,39,33,338.3,368.6,1302
1415C1070,2022,49,25,19,7,214.6,238.4,2111
1415C1080,2022,9,24,36,31,332.6,363.2,1521
1415C1090,2022,19,27,30,24,306.5,342.9,1999
1415C1100,2022,21,26,26,27,301.7,354.4,2443
1415C1110,2022,25,23,20,32,300.5,413.4,1860
1415C1120,2022,10,25,33,32,329.9,425.6,1774
1419A0010,2022,16,22,29,34,335.4,393.2,1455
1419A0020,2022,29,26,22,24,279.8,337.0,1336
1419A0030,2022,12,26,30,32,331.1,380.8,1549
1419B2010,2022,17,23,30,30,321.5,404.9,2123
1419B2020,2022,11,25,32,32,321.8,381.8,1574
1419B3010,2022,15,27,27,31,312.0,391.2,1431
1419C1010,2022,16,28,25,31,309.5,396.1,1929
1419C1020,2022,13,17,28,42,361.9,463.3,996
1419C1030,2022,13,24,29,34,333.6,406.5,1980
1419C1040,2022,19,24,25,32,317.8,392.4,1716
1421A0010,2022,17,28,25,30,308.8,364.1,1296
1421A0020,2022,21,26,21,31,302.1,402.2,1054
1421A0030,2022,18,28,29,25,306.6,363.9,1141
1421A0040,2022,16,32,28,24,296.9,333.9,986
1421A0050,2022,21,26,25,29,302.3,356.7,1143
1421A0060,2022,23,26,31,20,294.4,324.6,1322
1421B2010,2022,24,25,28,24,295.9,335.2,2178
1421B3010,2022,26,28,25,21,272.5,371.5,1156
1421B4010,2022,18,32,24,26,289.9,341.7,1059
1421B5010,2022,23,26,27,24,295.6,346.5,1422
1421C1010,2022,28,31,22,19,271.2,318.2,1134
1421C1020,2022,27,23,26,24,291.9,340.6,1364
1427A0010,2022,17,23,26,34,325.6,433.1,1504
1427A0020,2022,15,21,26,37,344.1,464.4,1300
1427A0030,2022,18,27,25,30,307.6,418.7,1489
1427B2010,2022,22,25,23,29,301.3,422.2,2562
1427C1010,2022,21,29,28,23,294.1,352.3,2130
1430A0010,2022,21,27,30,23,297.9,334.3,1766
1430A0020,2022,27,31,26,16,273.9,295.9,1396
1430A0030,2022,28,30,24,18,271.0,298.4,1483
1430A0040,2022,32,30,20,18,254.2,298.4,1453
1430C1010,2022,37,28,19,16,248.0,285.7,2618
1430C1020,2022,19,37,28,16,279.2,312.7,1718
1435A0010,2022,21,26,23,29,300.7,377.8,1813
1435A0020,2022,25,27,28,20,285.8,318.1,1627
1435A0030,2022,20,23,26,31,316.5,518.8,1834
1435A0040,2022,26,27,27,21,287.7,333.7,1974
1435A0050,2022,26,26,23,25,286.2,334.7,1485
1435B2010,2022,19,24,25,33,308.2,399.2,2055
1435C1010,2022,41,28,20,12,236.1,263.1,2046
1438A0010,2022,28,30,22,20,268.9,302.5,1623
1438C1010,2022,29,30,28,13,268.6,283.7,860
1438C1020,2022,35,29,21,15,246.5,284.5,2083
1439A0010,2022,29,32,23,17,263.2,290.2,1705
1439A0020,2022,32,27,22,19,264.5,291.3,2038
1439C1010,2022,28,33,22,16,267.8,283.0,1372
1439C1020,2022,36,28,21,14,246.1,271.8,1338
1440A0010,2022,13,31,27,29,313.4,352.5,2297
1440A0020,2022,12,29,34,25,320.6,355.1,1821
1440B2010,2022,19,26,31,24,305.3,342.9,1647
1440B2020,2022,20,31,29,19,289.8,307.7,1597
1440B2030,2022,17,28,30,25,303.1,329.6,1855
1440B2040,2022,21,28,29,23,298.1,317.9,1414
1440B3010,2022,14,28,31,27,314.7,389.2,962
1440C1010,2022,12,24,37,27,329.5,357.5,2081
1440C1020,2022,8,26,34,32,336.7,376.8,1473
1440C1030,2022,38,31,21,10,236.0,258.5,2289
1440C1040,2022,13,28,35,24,310.7,340.2,1470
1440C1050,2022,25,27,32,16,286.7,295.8,2228
1440C1060,2022,17,30,28,25,299.8,377.0,2029
1440C1070,2022,9,31,38,22,313.7,341.9,2529
1440C1080,2022,15,32,32,21,297.5,337.1,2266
1440C1090,2022,15,27,32,26,310.6,351.0,1643
1440C1100,2022,18,31,32,19,295.0,318.8,2334
1441A0010,2022,13,24,32,31,331.3,375.1,2547
1441B2010,2022,12,31,33,24,309.6,346.2,2555
1441B2020,2022,9,28,36,27,322.3,365.3,1190
1441B2030,2022,31,29,25,15,266.0,298.5,2462
1441B2040,2022,14,22,33,31,330.7,378.8,2065
1441B3010,2022,17,26,30,28,308.4,350.1,1021
1441B4010,2022,24,28,31,16,283.2,302.9,1124
1441C1010,2022,10,21,32,36,344.2,450.2,1642
1441C1020,2022,16,22,31,31,325.6,417.4,1694
1441C1030,2022,3,10,31,55,413.5,494.2,2278
1441C1040,2022,9,23,34,34,339.0,393.2,1987
1441C1050,2022,6,20,37,37,353.9,418.7,1979
1441C1060,2022,25,28,23,24,285.5,339.0,1291
1441C1070,2022,6,13,31,49,392.7,464.7,1701
1441C1080,2022,11,23,38,28,329.6,361.8,1884
1441C1090,2022,7,13,25,55,409.5,493.0,2045
1441C1100,2022,9,28,32,31,337.2,378.6,1144
1441C1110,2022,15,23,34,28,328.8,380.1,2280
1441C1120,2022,22,26,32,20,296.5,313.9,2208
1441C1130,2022,12,30,26,32,309.3,359.0,1011
1441C1140,2022,15,21,32,32,331.4,365.5,1730
1441C1150,2022,14,24,32,30,331.6,381.7,1660
1441C1160,2022,6,27,42,25,327.3,358.1,1714
1441C1170,2022,15,24,35,25,314.9,349.2,1859
1442A0010,2022,20,28,28,25,297.6,343.4,2128
1442A0020,2022,17,33,28,22,291.6,332.0,1534
1442A0030,2022,20,31,28,22,290.8,325.0,2329
1442C1010,2022,18,38,28,17,279.9,314.1,1157
1442C1020,2022,33,26,23,18,262.5,295.3,1809
1442C1030,2022,47,25,18,11,225.4,252.0,1993
1442C1040,2022,12,33,33,22,307.2,338.9,1156
1443A0010,2022,14,30,27,29,308.7,340.0,926
1443A0020,2022,11,26,28,35,334.7,399.5,1617
1443A0030,2022,21,29,27,23,289.9,335.7,1219
1443B2010,2022,21,30,28,20,288.0,318.7,985
1443C1010,2022,24,29,26,21,282.7,318.6,2094
1443C1020,2022,13,25,34,28,319.8,364.1,2715
1444A0010,2022,23,26,28,22,293.6,341.1,1179
1444A0020,2022,22,26,29,23,301.0,384.8,1302
1444C1010,2022,21,28,31,20,296.0,331.3,1575
1444C1020,2022,35,27,22,16,258.4,308.5,1548
1445A0010,2022,27,28,26,19,278.7,314.8,2098
1445A0020,2022,24,29,28,19,285.8,312.4,1510
1445C1010,2022,37,28,22,14,244.2,284.4,2041
1446A0010,2022,22,31,26,22,285.7,329.5,1076
1446A0020,2022,31,24,27,18,270.8,297.8,926
1446B2010,2022,25,29,27,18,282.8,307.3,1089
1446C1010,2022,29,25,28,18,277.0,317.7,2101
1446C1020,2022,21,31,27,22,287.3,325.1,1801
1447A0010,2022,30,24,24,21,280.9,327.8,841
1447A0020,2022,29,27,23,22,275.1,324.1,1336
1447B2010,2022,42,27,21,11,237.1,260.8,1636
1447C1010,2022,43,26,18,12,234.5,279.4,1262
1452A0010,2022,23,23,29,24,303.2,327.0,923
1452A0020,2022,19,28,28,25,298.8,337.0,1684
1452A0030,2022,23,29,25,23,289.2,330.7,1190
1452A0040,2022,21,29,27,23,292.9,358.7,1682
1452B2010,2022,31,30,24,15,260.4,289.6,1789
1452B3010,2022,21,36,25,18,272.6,306.1,1142
1452C1010,2022,39,31,17,13,236.4,280.9,1116
1452C1020,2022,26,32,26,17,274.3,306.0,1220
1452C1030,2022,15,30,33,23,305.1,341.0,990
